qid,template,gold_size,pool_k,model,retrieved_size,candidate_size,recall_at_5,recall_at_20,recall_at_100,ceiling_normalized_recall_at_100,ndcg_at_5,ndcg_at_20,ndcg_at_100,candidate_precision,candidate_recall,candidate_f1,candidate_jaccard
156,_ or _,4,1000,BM25,100,1000,0.5,1.0,1.0,1.0,0.6366824387328317,0.8520607186999889,0.8520607186999889,0.004,1.0,0.00796812749003984,0.004
156,_ or _,4,1000,Qwen/Qwen3-Reranker-4B,100,1000,0.25,1.0,1.0,1.0,0.19519002499605084,0.5510010413153383,0.5510010413153383,0.004,1.0,0.00796812749003984,0.004
156,_ or _,4,1000,exact_constraint_verifier,4,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.004,1.0,0.00796812749003984,0.004
157,_ or _,4,1000,BM25,100,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.004,1.0,0.00796812749003984,0.004
157,_ or _,4,1000,Qwen/Qwen3-Reranker-4B,100,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.004,1.0,0.00796812749003984,0.004
157,_ or _,4,1000,exact_constraint_verifier,4,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.004,1.0,0.00796812749003984,0.004
158,_ or _,4,1000,BM25,100,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.004,1.0,0.00796812749003984,0.004
158,_ or _,4,1000,Qwen/Qwen3-Reranker-4B,100,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.004,1.0,0.00796812749003984,0.004
158,_ or _,4,1000,exact_constraint_verifier,4,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.004,1.0,0.00796812749003984,0.004
159,_ or _,4,1000,BM25,100,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.004,1.0,0.00796812749003984,0.004
159,_ or _,4,1000,Qwen/Qwen3-Reranker-4B,100,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.004,1.0,0.00796812749003984,0.004
159,_ or _,4,1000,exact_constraint_verifier,4,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.004,1.0,0.00796812749003984,0.004
160,_ or _,4,1000,BM25,100,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,1.0,0.00796812749003984,0.004
160,_ or _,4,1000,Qwen/Qwen3-Reranker-4B,100,1000,0.75,0.75,1.0,1.0,0.8318724637288826,0.8318724637288826,0.9079805764421901,0.004,1.0,0.00796812749003984,0.004
160,_ or _,4,1000,exact_constraint_verifier,4,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.004,1.0,0.00796812749003984,0.004
161,_ or _,4,1000,BM25,100,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.004,1.0,0.00796812749003984,0.004
161,_ or _,4,1000,Qwen/Qwen3-Reranker-4B,100,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.004,1.0,0.00796812749003984,0.004
161,_ or _,4,1000,exact_constraint_verifier,4,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.004,1.0,0.00796812749003984,0.004
162,_ or _,4,1000,BM25,100,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.004,1.0,0.00796812749003984,0.004
162,_ or _,4,1000,Qwen/Qwen3-Reranker-4B,100,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.004,1.0,0.00796812749003984,0.004
162,_ or _,4,1000,exact_constraint_verifier,4,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.004,1.0,0.00796812749003984,0.004
163,_ or _,4,1000,BM25,100,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.004,1.0,0.00796812749003984,0.004
163,_ or _,4,1000,Qwen/Qwen3-Reranker-4B,100,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.004,1.0,0.00796812749003984,0.004
163,_ or _,4,1000,exact_constraint_verifier,4,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.004,1.0,0.00796812749003984,0.004
164,_ or _,4,1000,BM25,100,1000,0.75,1.0,1.0,1.0,0.8048099750039491,0.9438661545147247,0.9438661545147247,0.004,1.0,0.00796812749003984,0.004
164,_ or _,4,1000,Qwen/Qwen3-Reranker-4B,100,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.004,1.0,0.00796812749003984,0.004
164,_ or _,4,1000,exact_constraint_verifier,4,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.004,1.0,0.00796812749003984,0.004
165,_ or _,4,1000,BM25,100,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.004,1.0,0.00796812749003984,0.004
165,_ or _,4,1000,Qwen/Qwen3-Reranker-4B,100,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.004,1.0,0.00796812749003984,0.004
165,_ or _,4,1000,exact_constraint_verifier,4,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.004,1.0,0.00796812749003984,0.004
166,_ or _,4,1000,BM25,100,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.004,1.0,0.00796812749003984,0.004
166,_ or _,4,1000,Qwen/Qwen3-Reranker-4B,100,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.004,1.0,0.00796812749003984,0.004
166,_ or _,4,1000,exact_constraint_verifier,4,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.004,1.0,0.00796812749003984,0.004
167,_ or _,4,1000,BM25,100,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.004,1.0,0.00796812749003984,0.004
167,_ or _,4,1000,Qwen/Qwen3-Reranker-4B,100,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.004,1.0,0.00796812749003984,0.004
167,_ or _,4,1000,exact_constraint_verifier,4,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.004,1.0,0.00796812749003984,0.004
168,_ or _,4,1000,BM25,100,1000,0.75,0.75,0.75,0.75,0.787702056960637,0.787702056960637,0.787702056960637,0.004,1.0,0.00796812749003984,0.004
168,_ or _,4,1000,Qwen/Qwen3-Reranker-4B,100,1000,0.75,1.0,1.0,1.0,0.8048099750039491,0.9438661545147247,0.9438661545147247,0.004,1.0,0.00796812749003984,0.004
168,_ or _,4,1000,exact_constraint_verifier,4,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.004,1.0,0.00796812749003984,0.004
169,_ or _,4,1000,BM25,100,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.004,1.0,0.00796812749003984,0.004
169,_ or _,4,1000,Qwen/Qwen3-Reranker-4B,100,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.004,1.0,0.00796812749003984,0.004
169,_ or _,4,1000,exact_constraint_verifier,4,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.004,1.0,0.00796812749003984,0.004
170,_ or _,4,1000,BM25,100,1000,0.5,0.5,0.5,0.5,0.6366824387328317,0.6366824387328317,0.6366824387328317,0.004,1.0,0.00796812749003984,0.004
170,_ or _,4,1000,Qwen/Qwen3-Reranker-4B,100,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.004,1.0,0.00796812749003984,0.004
170,_ or _,4,1000,exact_constraint_verifier,4,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.004,1.0,0.00796812749003984,0.004
171,_ or _,4,1000,BM25,100,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.004,1.0,0.00796812749003984,0.004
171,_ or _,4,1000,Qwen/Qwen3-Reranker-4B,100,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.004,1.0,0.00796812749003984,0.004
171,_ or _,4,1000,exact_constraint_verifier,4,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.004,1.0,0.00796812749003984,0.004
172,_ or _,4,1000,BM25,100,1000,0.0,0.25,0.5,0.5,0.0,0.09992090652113537,0.17186359041871338,0.002,0.5,0.00398406374501992,0.001996007984031936
172,_ or _,4,1000,Qwen/Qwen3-Reranker-4B,100,1000,0.5,0.5,0.5,0.5,0.6366824387328317,0.6366824387328317,0.6366824387328317,0.002,0.5,0.00398406374501992,0.001996007984031936
172,_ or _,4,1000,exact_constraint_verifier,2,1000,0.5,0.5,0.5,0.5,0.6366824387328317,0.6366824387328317,0.6366824387328317,0.002,0.5,0.00398406374501992,0.001996007984031936
173,_ or _,4,1000,BM25,100,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.004,1.0,0.00796812749003984,0.004
173,_ or _,4,1000,Qwen/Qwen3-Reranker-4B,100,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.004,1.0,0.00796812749003984,0.004
173,_ or _,4,1000,exact_constraint_verifier,4,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.004,1.0,0.00796812749003984,0.004
174,_ or _,4,1000,BM25,100,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.004,1.0,0.00796812749003984,0.004
174,_ or _,4,1000,Qwen/Qwen3-Reranker-4B,100,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.004,1.0,0.00796812749003984,0.004
174,_ or _,4,1000,exact_constraint_verifier,4,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.004,1.0,0.00796812749003984,0.004
175,_ or _,4,1000,BM25,100,1000,0.5,0.5,0.5,0.5,0.6366824387328317,0.6366824387328317,0.6366824387328317,0.004,1.0,0.00796812749003984,0.004
175,_ or _,4,1000,Qwen/Qwen3-Reranker-4B,100,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.004,1.0,0.00796812749003984,0.004
175,_ or _,4,1000,exact_constraint_verifier,4,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.004,1.0,0.00796812749003984,0.004
176,_ or _,4,1000,BM25,100,1000,0.5,0.5,0.75,0.75,0.6366824387328317,0.6366824387328317,0.7045169619698791,0.004,1.0,0.00796812749003984,0.004
176,_ or _,4,1000,Qwen/Qwen3-Reranker-4B,100,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.004,1.0,0.00796812749003984,0.004
176,_ or _,4,1000,exact_constraint_verifier,4,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.004,1.0,0.00796812749003984,0.004
177,_ or _,4,1000,BM25,100,1000,0.75,1.0,1.0,1.0,0.8048099750039491,0.9279611693743142,0.9279611693743142,0.004,1.0,0.00796812749003984,0.004
177,_ or _,4,1000,Qwen/Qwen3-Reranker-4B,100,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.004,1.0,0.00796812749003984,0.004
177,_ or _,4,1000,exact_constraint_verifier,4,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.004,1.0,0.00796812749003984,0.004
178,_ or _,4,1000,BM25,100,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.004,1.0,0.00796812749003984,0.004
178,_ or _,4,1000,Qwen/Qwen3-Reranker-4B,100,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.004,1.0,0.00796812749003984,0.004
178,_ or _,4,1000,exact_constraint_verifier,4,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.004,1.0,0.00796812749003984,0.004
179,_ or _,4,1000,BM25,100,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.004,1.0,0.00796812749003984,0.004
179,_ or _,4,1000,Qwen/Qwen3-Reranker-4B,100,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.004,1.0,0.00796812749003984,0.004
179,_ or _,4,1000,exact_constraint_verifier,4,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.004,1.0,0.00796812749003984,0.004
180,_ or _,4,1000,BM25,100,1000,0.5,1.0,1.0,1.0,0.6366824387328317,0.8885837595925427,0.8885837595925427,0.004,1.0,0.00796812749003984,0.004
180,_ or _,4,1000,Qwen/Qwen3-Reranker-4B,100,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.004,1.0,0.00796812749003984,0.004
180,_ or _,4,1000,exact_constraint_verifier,4,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.004,1.0,0.00796812749003984,0.004
181,_ or _,4,1000,BM25,100,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.004,1.0,0.00796812749003984,0.004
181,_ or _,4,1000,Qwen/Qwen3-Reranker-4B,100,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.004,1.0,0.00796812749003984,0.004
181,_ or _,4,1000,exact_constraint_verifier,4,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.004,1.0,0.00796812749003984,0.004
182,_ or _,4,1000,BM25,100,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.004,1.0,0.00796812749003984,0.004
182,_ or _,4,1000,Qwen/Qwen3-Reranker-4B,100,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.004,1.0,0.00796812749003984,0.004
182,_ or _,4,1000,exact_constraint_verifier,4,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.004,1.0,0.00796812749003984,0.004
183,_ or _,4,1000,BM25,100,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.004,1.0,0.00796812749003984,0.004
183,_ or _,4,1000,Qwen/Qwen3-Reranker-4B,100,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.004,1.0,0.00796812749003984,0.004
183,_ or _,4,1000,exact_constraint_verifier,4,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.004,1.0,0.00796812749003984,0.004
184,_ or _,4,1000,BM25,100,1000,0.75,1.0,1.0,1.0,0.8318724637288826,0.9493885684853096,0.9493885684853096,0.004,1.0,0.00796812749003984,0.004
184,_ or _,4,1000,Qwen/Qwen3-Reranker-4B,100,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.004,1.0,0.00796812749003984,0.004
184,_ or _,4,1000,exact_constraint_verifier,4,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.004,1.0,0.00796812749003984,0.004
185,_ or _,4,1000,BM25,100,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.004,1.0,0.00796812749003984,0.004
185,_ or _,4,1000,Qwen/Qwen3-Reranker-4B,100,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.004,1.0,0.00796812749003984,0.004
185,_ or _,4,1000,exact_constraint_verifier,4,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.004,1.0,0.00796812749003984,0.004
186,_ or _,4,1000,BM25,100,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.004,1.0,0.00796812749003984,0.004
186,_ or _,4,1000,Qwen/Qwen3-Reranker-4B,100,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.004,1.0,0.00796812749003984,0.004
186,_ or _,4,1000,exact_constraint_verifier,4,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.004,1.0,0.00796812749003984,0.004
187,_ or _,4,1000,BM25,100,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.004,1.0,0.00796812749003984,0.004
187,_ or _,4,1000,Qwen/Qwen3-Reranker-4B,100,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.004,1.0,0.00796812749003984,0.004
187,_ or _,4,1000,exact_constraint_verifier,4,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.004,1.0,0.00796812749003984,0.004
188,_ or _,3,1000,BM25,100,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.003,1.0,0.005982053838484547,0.003
188,_ or _,3,1000,Qwen/Qwen3-Reranker-4B,100,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.003,1.0,0.005982053838484547,0.003
188,_ or _,3,1000,exact_constraint_verifier,3,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.003,1.0,0.005982053838484547,0.003
189,_ or _,4,1000,BM25,100,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.004,1.0,0.00796812749003984,0.004
189,_ or _,4,1000,Qwen/Qwen3-Reranker-4B,100,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.004,1.0,0.00796812749003984,0.004
189,_ or _,4,1000,exact_constraint_verifier,4,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.004,1.0,0.00796812749003984,0.004
190,_ or _,3,1000,BM25,100,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.003,1.0,0.005982053838484547,0.003
190,_ or _,3,1000,Qwen/Qwen3-Reranker-4B,100,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.003,1.0,0.005982053838484547,0.003
190,_ or _,3,1000,exact_constraint_verifier,3,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.003,1.0,0.005982053838484547,0.003
191,_ or _,4,1000,BM25,100,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.004,1.0,0.00796812749003984,0.004
191,_ or _,4,1000,Qwen/Qwen3-Reranker-4B,100,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.004,1.0,0.00796812749003984,0.004
191,_ or _,4,1000,exact_constraint_verifier,4,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.004,1.0,0.00796812749003984,0.004
192,_ or _,4,1000,BM25,100,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.004,1.0,0.00796812749003984,0.004
192,_ or _,4,1000,Qwen/Qwen3-Reranker-4B,100,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.004,1.0,0.00796812749003984,0.004
192,_ or _,4,1000,exact_constraint_verifier,4,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.004,1.0,0.00796812749003984,0.004
193,_ or _,4,1000,BM25,100,1000,0.5,0.5,0.5,0.5,0.6366824387328317,0.6366824387328317,0.6366824387328317,0.004,1.0,0.00796812749003984,0.004
193,_ or _,4,1000,Qwen/Qwen3-Reranker-4B,100,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.004,1.0,0.00796812749003984,0.004
193,_ or _,4,1000,exact_constraint_verifier,4,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.004,1.0,0.00796812749003984,0.004
194,_ or _,4,1000,BM25,100,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.004,1.0,0.00796812749003984,0.004
194,_ or _,4,1000,Qwen/Qwen3-Reranker-4B,100,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.004,1.0,0.00796812749003984,0.004
194,_ or _,4,1000,exact_constraint_verifier,4,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.004,1.0,0.00796812749003984,0.004
195,_ or _,4,1000,BM25,100,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.004,1.0,0.00796812749003984,0.004
195,_ or _,4,1000,Qwen/Qwen3-Reranker-4B,100,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.004,1.0,0.00796812749003984,0.004
195,_ or _,4,1000,exact_constraint_verifier,4,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.004,1.0,0.00796812749003984,0.004
196,_ or _,4,1000,BM25,100,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.004,1.0,0.00796812749003984,0.004
196,_ or _,4,1000,Qwen/Qwen3-Reranker-4B,100,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.004,1.0,0.00796812749003984,0.004
196,_ or _,4,1000,exact_constraint_verifier,4,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.004,1.0,0.00796812749003984,0.004
197,_ or _,4,1000,BM25,100,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.004,1.0,0.00796812749003984,0.004
197,_ or _,4,1000,Qwen/Qwen3-Reranker-4B,100,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.004,1.0,0.00796812749003984,0.004
197,_ or _,4,1000,exact_constraint_verifier,4,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.004,1.0,0.00796812749003984,0.004
198,_ or _,4,1000,BM25,100,1000,0.75,1.0,1.0,1.0,0.8318724637288826,0.9550236580992475,0.9550236580992475,0.004,1.0,0.00796812749003984,0.004
198,_ or _,4,1000,Qwen/Qwen3-Reranker-4B,100,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.004,1.0,0.00796812749003984,0.004
198,_ or _,4,1000,exact_constraint_verifier,4,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.004,1.0,0.00796812749003984,0.004
199,_ or _,4,1000,BM25,100,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.004,1.0,0.00796812749003984,0.004
199,_ or _,4,1000,Qwen/Qwen3-Reranker-4B,100,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.004,1.0,0.00796812749003984,0.004
199,_ or _,4,1000,exact_constraint_verifier,4,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.004,1.0,0.00796812749003984,0.004
200,_ or _ or _,6,1000,BM25,100,1000,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,0.006,1.0,0.011928429423459244,0.006
200,_ or _ or _,6,1000,Qwen/Qwen3-Reranker-4B,100,1000,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,0.006,1.0,0.011928429423459244,0.006
200,_ or _ or _,6,1000,exact_constraint_verifier,6,1000,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,0.006,1.0,0.011928429423459244,0.006
201,_ or _ or _,6,1000,BM25,100,1000,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,0.006,1.0,0.011928429423459244,0.006
201,_ or _ or _,6,1000,Qwen/Qwen3-Reranker-4B,100,1000,0.8333333333333334,1.0,1.0,1.0,1.0,0.9662426899842574,0.9662426899842574,0.006,1.0,0.011928429423459244,0.006
201,_ or _ or _,6,1000,exact_constraint_verifier,6,1000,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,0.006,1.0,0.011928429423459244,0.006
202,_ or _ or _,5,1000,BM25,100,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.005,1.0,0.009950248756218907,0.005
202,_ or _ or _,5,1000,Qwen/Qwen3-Reranker-4B,100,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.005,1.0,0.009950248756218907,0.005
202,_ or _ or _,5,1000,exact_constraint_verifier,5,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.005,1.0,0.009950248756218907,0.005
203,_ or _ or _,6,1000,BM25,100,1000,0.8333333333333334,1.0,1.0,1.0,1.0,0.9930783166417602,0.9930783166417602,0.006,1.0,0.011928429423459244,0.006
203,_ or _ or _,6,1000,Qwen/Qwen3-Reranker-4B,100,1000,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,0.006,1.0,0.011928429423459244,0.006
203,_ or _ or _,6,1000,exact_constraint_verifier,6,1000,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,0.006,1.0,0.011928429423459244,0.006
204,_ or _ or _,6,1000,BM25,100,1000,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,0.006,1.0,0.011928429423459244,0.006
204,_ or _ or _,6,1000,Qwen/Qwen3-Reranker-4B,100,1000,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,0.006,1.0,0.011928429423459244,0.006
204,_ or _ or _,6,1000,exact_constraint_verifier,6,1000,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,0.006,1.0,0.011928429423459244,0.006
205,_ or _ or _,6,1000,BM25,100,1000,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3156484524795145,0.28162497265977743,0.39073719001871876,0.006,1.0,0.011928429423459244,0.006
205,_ or _ or _,6,1000,Qwen/Qwen3-Reranker-4B,100,1000,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,0.006,1.0,0.011928429423459244,0.006
205,_ or _ or _,6,1000,exact_constraint_verifier,6,1000,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,0.006,1.0,0.011928429423459244,0.006
206,_ or _ or _,6,1000,BM25,100,1000,0.8333333333333334,1.0,1.0,1.0,1.0,0.9930783166417602,0.9930783166417602,0.006,1.0,0.011928429423459244,0.006
206,_ or _ or _,6,1000,Qwen/Qwen3-Reranker-4B,100,1000,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,0.006,1.0,0.011928429423459244,0.006
206,_ or _ or _,6,1000,exact_constraint_verifier,6,1000,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,0.006,1.0,0.011928429423459244,0.006
207,_ or _ or _,6,1000,BM25,100,1000,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,0.006,1.0,0.011928429423459244,0.006
207,_ or _ or _,6,1000,Qwen/Qwen3-Reranker-4B,100,1000,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,0.006,1.0,0.011928429423459244,0.006
207,_ or _ or _,6,1000,exact_constraint_verifier,6,1000,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,0.006,1.0,0.011928429423459244,0.006
208,_ or _ or _,6,1000,BM25,100,1000,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,0.006,1.0,0.011928429423459244,0.006
208,_ or _ or _,6,1000,Qwen/Qwen3-Reranker-4B,100,1000,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,0.006,1.0,0.011928429423459244,0.006
208,_ or _ or _,6,1000,exact_constraint_verifier,6,1000,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,0.006,1.0,0.011928429423459244,0.006
209,_ or _ or _,6,1000,BM25,100,1000,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,0.006,1.0,0.011928429423459244,0.006
209,_ or _ or _,6,1000,Qwen/Qwen3-Reranker-4B,100,1000,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,0.006,1.0,0.011928429423459244,0.006
209,_ or _ or _,6,1000,exact_constraint_verifier,6,1000,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,0.006,1.0,0.011928429423459244,0.006
210,_ or _ or _,6,1000,BM25,100,1000,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.8687949224876582,0.7751482523375256,0.7751482523375256,0.006,1.0,0.011928429423459244,0.006
210,_ or _ or _,6,1000,Qwen/Qwen3-Reranker-4B,100,1000,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,0.006,1.0,0.011928429423459244,0.006
210,_ or _ or _,6,1000,exact_constraint_verifier,6,1000,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,0.006,1.0,0.011928429423459244,0.006
211,_ or _ or _,6,1000,BM25,100,1000,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,0.006,1.0,0.011928429423459244,0.006
211,_ or _ or _,6,1000,Qwen/Qwen3-Reranker-4B,100,1000,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,0.006,1.0,0.011928429423459244,0.006
211,_ or _ or _,6,1000,exact_constraint_verifier,6,1000,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,0.006,1.0,0.011928429423459244,0.006
212,_ or _ or _,6,1000,BM25,100,1000,0.6666666666666666,0.6666666666666666,0.8333333333333334,0.8333333333333334,0.8687949224876582,0.7751482523375256,0.8259699581941052,0.006,1.0,0.011928429423459244,0.006
212,_ or _ or _,6,1000,Qwen/Qwen3-Reranker-4B,100,1000,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,0.006,1.0,0.011928429423459244,0.006
